revision no., SLOC, developers, age
0dd8b08714614f54ad0f068535adf12dc7193178, 6306, 2, 1
f9490e6651c2a61de4904558608f2b51d6361acd, 6789, 2, 1
dadcd4f47bfd91b8938b1521a816488456060fb9, 7433, 2, 2
f4c81a9bf56ec1bf08ba6c4aa93f4cb33b7ccdd9, 6757, 3, 3
7e46dd1be13fa38928df664f4b96581b403c5690, 7040, 7, 3
6f545a4a0e46504ae9f1bf2357459c2224be285c, 7954, 7, 3
490fa2acf80bf0f0f20fe6519029e4ad2228b2ea, 8993, 7, 3
7dcb15fe3ac428fb600092e44f73e41e49d5fb42, 9098, 8, 4
ea8d132f0e91caf9ca5fa99f1ce11e04c30943af, 9736, 8, 4
0319869be553e9d38febbcd721ef8e461773fe60, 10797, 10, 4
c2b2d56718df6a1d5cf5c1f8320c23abae4418a2, 11302, 11, 4
00e91023f5ca3eb73cd7b5ff61f52c7380d81280, 11654, 11, 5
74a2f5e066ecd5586a89b0575f0d7da1983558ad, 12023, 12, 5
f0e4f63bcc5e8ed3ad1c68d25574c29776e81c89, 12466, 14, 5
b6761dfa128d7ce38772f87dddf83f52f62f4534, 14085, 14, 5
26211df919d2d360bd8df810ae27fc82f8f07d11, 15801, 14, 6
104c4d1df12d3ba5e4097a8f2c0f173ddc23b562, 19443, 16, 6
fcf8021e56a34698c91039e435b24af8157cdd65, 21495, 16, 6
b00ef1d4aeb0c444fc2e4b342170cbf7d47d34eb, 28469, 17, 6
1d2d578d6cfdc3d1a3fd27bbc82e080ce0ef215e, 30354, 20, 7
151333a6e02e0fcbda17e8cffdb6b6f3e276b784, 33226, 22, 7
7781823b5512dae67d4f9dc0bcc68488e98090d3, 34907, 22, 7
9b787a9f47d798d301d3c227c0640cf2af703a92, 43958, 22, 7
549468ae857d0f8099778afc31b5dd8b753bc331, 44950, 22, 8
fbd17af944e9d9d987a1c0e98e18eafc578e4eda, 46016, 23, 8
9201f0346649a1d4013e0f39aab4ac3ec1adf389, 55569, 23, 8
73ea7c4abbddaa7e021c6e152683e0779e3988ef, 60791, 23, 8
5f7be152534044866a4fc6da2ed4ca84ba21454b, 65469, 24, 9
363ec88758fa77a6e8d84041845ef381a0bd8cf7, 72007, 26, 9
6af2cd85efb310826389e7506da690995f6bf924, 74812, 27, 9
91f8050d81fed9de13b9b9f19dd52d24eaff8174, 82052, 27, 9
120131aefb7ee9b93f27cc224d0b2e0703786aeb, 85170, 27, 10
dfebac162c775c0944444cef3a3af182c94c181c, 87041, 27, 10
7df6a8f94596675143ac903728602da8b6c85a02, 90567, 27, 10
0511d725fa97162ccf1ec7ca7afdd167ad9a09d7, 91139, 27, 10
182e22bd968a60dba0312f33b5ad0299ec1c5e9d, 94890, 27, 11
ff4d1e4803521dfb31162f86e47dff0d5c0902de, 97159, 28, 11
fea520d50408fa96f40d56a8716c2f6fa653094b, 99957, 28, 11
741e09686fd83d7cefe0f8b68e7ca8985edb9e8b, 101254, 28, 11
70e2f1b034ab1442ff8fef731315f2678185b182, 111232, 28, 12
0155cffaa1e59b95d94e9280ed91b33ee8c52eb5, 112783, 28, 12
52c7cb5bb8fc1b0d7e84fbd3f38d523588ad15c6, 114871, 31, 12
a46c2919af1334f25eb744606d8c849acfc7a562, 113573, 31, 12
299520c77947cd052569a1b8125988f1b72b23eb, 113314, 31, 13
ded32515b7d26877db672a9ff15dbed55b57e879, 114061, 33, 13
e99c6ef38a4a9c36fbb77237bfa5b4307d8ab65c, 116673, 34, 13
ef5b0cf21df6688fa5236a7ac20158aaca08d95c, 116892, 37, 13
df4d07f6f73dbfec58b71007dd72561159302ffa, 117199, 41, 14
c82adab693eb7ec12ff5735074d040581195b3d2, 118459, 45, 14
3652647696fc4989125614f4f93455eb7a6e25de, 116697, 47, 14
dce519f8a63423addd6ea882833c9a8b153dc907, 116148, 47, 14
38bd90eaf284641defb918298bcea035526e7473, 116459, 48, 15
05a4be72d3ba0d2b843b818c3c87c9f8c366aed3, 117084, 48, 15
